date;food;mexico;fitness club;vacation;buy a car;netflix;depression;doctor;fox news;sex;iphone;find job;food near me;insurance;education;restaurants around;petrol price;rent flat;children names;amazon;good restaurants;diet;credit cards;USA;travel;IT;unemployment benefits;alcohol;best films;books;imagine dragons;stocks;harry potter;social payments;online courses;wedding dress;clothes;cheap clothes;order food;delivery;food delivery;paid jobs;best banks;Stanford;Excel;Facebook;Trump;Elon Musk;buy car;loans;cats;dogs;tinder;bbc;late night show;presents;recipes;dairy;walmart;best songs;McDonald's;buy food;Starbucks;Taco Bell;Wendy's;news;booking;order online;beauty salon;GDP;Unemployment;Inflation
2004-01-01;41;63;100;87;47;5;80;32;9;76;0;95;0;90;97;15;0;68;59;10;15;100;86;63;100;22;6;45;95;96;0;31;13;13;65;22;82;35;22;14;15;35;23;89;53;0;2;0;62;13;46;39;1;63;21;27;82;18;8;35;18;29;13;9;9;39;33;16;57;11923.447;5.7;2.0355
2004-02-01;40;66;79;84;44;4;100;30;9;77;0;86;0;86;100;13;34;54;37;8;12;73;80;59;95;22;5;47;80;84;0;28;10;20;60;18;78;42;13;14;13;35;13;94;59;0;1;0;62;13;42;38;2;56;16;34;70;20;8;31;18;27;13;8;9;39;32;18;55;11923.447;5.6;2.21
2004-03-01;38;63;74;76;48;5;93;32;9;71;0;97;0;85;95;19;0;72;72;9;9;63;74;60;92;23;4;50;46;85;2;25;12;19;61;19;90;34;19;12;11;28;26;100;60;0;2;0;62;14;40;37;1;61;0;28;66;21;8;27;22;26;13;9;9;37;28;15;47;11923.447;5.8;2.2717391304347823
2004-04-01;40;59;72;72;56;5;97;31;10;72;0;99;0;83;100;15;0;100;47;9;11;67;83;64;89;24;4;54;50;83;0;25;13;9;60;24;74;38;16;14;12;43;11;90;59;0;3;0;67;15;41;38;1;63;36;29;64;25;8;31;23;30;13;9;10;40;31;14;58;12112.815;5.6;2.373809523809524
2004-05-01;41;67;66;84;55;5;85;32;11;79;0;92;0;85;90;13;26;66;65;9;10;74;83;59;95;24;4;44;42;82;0;22;25;5;66;21;80;38;16;14;13;40;27;96;51;0;1;0;68;15;39;39;1;63;24;34;67;24;9;36;22;27;13;9;9;40;29;17;57;12112.815;5.6;2.5125
2004-06-01;34;58;81;95;44;5;61;35;12;81;0;96;0;96;80;15;0;50;48;10;8;66;90;66;99;20;4;39;48;79;0;20;37;12;61;20;68;43;19;14;12;35;23;87;58;0;1;0;63;16;37;39;1;60;32;30;60;24;9;37;19;32;16;9;9;37;34;18;52;12112.815;5.6;2.5219047619047616
2004-07-01;31;55;77;100;45;6;58;34;13;85;0;97;0;93;77;13;0;28;31;10;20;65;94;69;98;22;4;43;49;79;1;19;19;12;61;19;74;56;8;13;13;38;34;80;56;0;1;0;66;16;44;42;0;62;16;29;65;26;9;36;17;29;16;11;10;39;35;15;55;12305.307;5.5;2.397619047619048
2004-08-01;32;52;83;76;36;5;57;34;13;80;0;97;0;100;81;19;0;37;44;11;18;53;100;77;91;21;4;41;55;88;0;20;13;6;66;20;80;49;16;14;13;34;26;80;62;0;1;0;56;15;38;39;0;59;14;29;61;23;10;36;16;28;15;10;10;41;34;18;55;12305.307;5.4;2.3513636363636365
2004-09-01;36;60;64;56;41;5;78;27;14;77;0;83;0;90;93;13;0;34;43;11;14;54;87;67;78;23;3;44;50;89;0;21;11;10;55;19;81;40;18;15;13;37;22;97;56;0;1;0;56;15;39;40;1;59;18;29;61;22;10;34;16;36;15;10;9;47;32;16;52;12305.307;5.4;2.2523809523809524
2004-10-01;38;59;64;54;42;6;77;31;17;80;0;80;0;85;90;19;14;34;60;10;14;51;81;62;75;24;3;48;50;85;0;22;11;9;51;17;89;46;20;14;13;33;38;88;61;0;1;0;49;12;39;38;0;68;31;34;72;21;10;38;23;27;17;10;9;42;27;15;56;12527.214;5.5;2.373
2004-11-01;42;58;65;56;45;6;85;33;27;84;0;83;0;80;90;15;0;40;52;13;11;49;87;62;77;25;4;49;58;90;0;26;14;18;53;17;90;41;18;15;13;33;24;94;56;0;1;0;58;13;39;41;1;71;16;57;96;19;14;39;22;37;17;8;6;46;26;15;55;12527.214;5.4;2.6215
2004-12-01;40;56;62;65;43;7;73;32;11;86;0;82;0;77;71;19;0;36;60;17;10;42;83;59;78;24;3;41;68;100;0;28;16;18;46;15;100;36;33;15;15;26;20;79;52;1;1;0;60;12;40;40;1;59;15;88;95;16;18;44;16;32;18;10;8;37;27;16;50;12527.214;5.4;2.6745454545454543
2005-01-01;40;64;98;100;38;9;68;33;11;82;0;91;0;86;85;10;28;90;66;12;12;63;83;62;97;24;4;42;72;95;0;26;12;13;67;28;90;37;21;14;13;45;22;77;56;0;2;0;56;14;40;40;1;60;14;28;71;19;11;41;19;30;16;9;11;39;31;15;49;12767.286;5.3;2.578
2005-02-01;39;63;74;87;36;8;78;33;12;77;0;85;0;80;87;18;14;45;43;11;10;52;81;58;94;24;4;44;49;86;0;28;9;12;53;23;84;39;16;14;14;38;13;81;56;1;1;0;52;12;39;40;1;51;46;32;68;21;10;41;20;27;16;10;11;39;26;15;58;12767.286;5.4;2.683157894736842
2005-03-01;39;66;73;88;35;8;75;35;11;81;0;82;0;85;89;19;33;18;55;12;12;56;81;62;93;25;3;45;47;83;0;25;13;16;57;18;89;49;12;13;14;36;19;84;62;1;1;0;51;14;38;40;1;47;19;25;65;22;11;38;23;22;16;11;17;39;31;14;56;12767.286;5.2;2.8768181818181815
2005-04-01;42;64;61;74;39;7;85;33;11;88;0;75;0;81;90;13;25;13;62;11;13;55;81;62;87;25;3;47;52;80;0;22;11;14;56;20;82;45;17;12;13;38;17;77;53;1;1;0;57;14;40;39;1;54;28;28;58;26;11;41;22;34;16;10;20;38;29;14;58;12922.656;5.2;2.77
2005-05-01;43;63;71;84;45;7;80;35;11;85;0;87;0;83;84;14;23;40;52;12;14;58;86;61;91;25;3;45;52;82;0;20;17;10;61;19;81;32;19;14;16;48;18;80;60;1;1;0;54;16;41;43;1;59;20;32;66;25;12;39;20;30;17;10;16;39;30;13;59;12922.656;5.1;2.5747619047619046
2005-06-01;36;57;76;92;47;8;61;34;13;87;0;93;0;91;75;16;24;30;31;12;14;56;90;62;95;24;3;41;50;75;0;21;19;8;56;19;76;44;14;14;14;35;25;84;64;1;1;0;61;21;37;38;1;52;13;31;62;27;13;42;18;30;19;12;13;38;29;14;56;12922.656;5.0;2.3813636363636363
2005-07-01;32;58;80;86;47;9;64;33;13;92;0;97;0;87;68;7;21;35;32;12;24;55;94;63;86;24;4;40;45;75;0;22;58;0;56;20;78;44;16;13;13;36;33;70;56;1;1;0;59;17;40;44;1;100;11;27;62;26;13;42;19;36;18;13;11;43;29;15;61;13142.642;5.0;2.3095
2005-08-01;33;53;79;77;52;10;51;31;16;83;0;81;0;91;71;18;48;22;42;13;12;51;93;64;77;24;3;41;45;81;0;21;25;11;61;20;83;48;14;14;13;35;18;69;58;1;1;0;63;18;37;39;1;62;20;29;59;25;14;39;17;27;17;11;11;44;30;14;62;13142.642;4.9;2.4121739130434783
2005-09-01;39;56;62;55;39;8;59;32;19;81;0;85;0;83;77;23;65;27;52;12;13;46;82;61;68;24;4;45;43;80;0;24;18;11;51;18;85;47;18;13;16;36;27;79;60;2;1;0;53;14;37;37;0;68;19;32;59;23;13;35;18;32;18;11;11;44;28;13;52;13142.642;5.0;2.610952380952381
2005-10-01;40;58;65;53;31;9;72;34;10;79;0;79;0;75;77;20;51;14;58;12;17;46;80;62;68;26;3;50;47;79;0;23;20;3;48;18;88;45;17;14;16;35;20;86;61;2;1;0;46;13;39;37;1;60;13;33;70;22;13;39;32;34;17;10;12;39;26;12;48;13324.204;5.0;2.633
2005-11-01;43;51;61;53;35;9;72;37;10;83;0;69;0;74;77;20;8;16;55;14;18;44;84;57;70;26;3;52;41;81;0;25;41;8;48;18;87;44;20;13;14;33;21;83;57;2;1;0;47;13;39;40;0;57;27;57;86;20;20;36;25;36;18;10;14;38;27;14;51;13324.204;5.0;2.479
2005-12-01;39;54;59;60;34;10;65;34;10;86;0;61;0;69;59;33;0;11;48;19;12;40;80;56;68;28;3;45;55;87;0;24;20;11;41;14;91;36;21;14;16;34;25;67;51;2;1;0;52;12;39;40;1;55;15;87;88;18;22;48;17;32;21;10;13;36;26;14;53;13324.204;4.9;2.307142857142857
2006-01-01;42;57;84;90;37;12;75;36;10;96;0;83;0;84;74;24;11;31;60;14;14;65;83;59;83;26;3;47;59;87;0;28;12;15;60;22;75;35;22;13;17;37;33;70;57;2;1;0;50;16;42;46;1;54;21;30;67;18;13;43;19;29;17;11;15;38;26;13;54;13599.16;4.7;2.413
2006-02-01;40;56;69;79;36;10;78;34;11;88;0;77;0;80;78;31;8;53;45;13;15;52;76;59;79;26;3;45;46;73;0;28;11;10;46;19;76;44;16;14;16;30;25;69;58;2;1;0;49;14;41;42;1;62;25;40;62;21;13;40;23;31;18;12;14;38;28;14;52;13599.16;4.8;2.5921052631578947
2006-03-01;40;62;71;80;37;10;83;36;11;85;0;66;0;81;79;26;12;26;42;13;13;54;85;56;82;27;3;46;43;72;0;29;15;7;53;19;78;38;16;12;14;34;22;72;63;2;1;0;45;16;41;42;1;61;21;32;61;23;13;41;24;28;20;13;13;37;30;12;59;13599.16;4.7;2.6243478260869564
2006-04-01;40;57;59;71;38;9;77;36;11;89;0;74;0;79;78;24;27;35;50;12;16;53;81;57;77;29;3;47;43;68;0;30;11;14;58;18;73;39;17;13;15;43;29;68;56;2;1;0;50;15;43;40;1;59;11;29;59;25;14;40;24;29;19;13;15;39;28;12;56;13753.424;4.7;2.642105263157895
2006-05-01;39;60;63;73;42;9;71;36;12;91;0;80;0;80;69;26;29;47;46;12;17;53;98;57;77;26;3;45;45;70;0;23;9;8;52;18;71;36;16;13;13;38;27;64;56;2;1;0;53;16;41;38;1;59;18;35;60;25;14;42;22;28;18;13;14;39;29;12;65;13753.424;4.6;2.694090909090909
2006-06-01;35;56;65;83;38;11;50;38;11;100;0;73;0;84;67;27;13;34;24;13;18;57;89;60;80;24;4;37;44;73;0;19;11;10;52;20;70;31;15;12;14;33;25;60;60;2;1;0;50;21;41;39;1;73;17;28;59;29;15;42;21;32;19;14;16;38;30;12;60;13753.424;4.6;2.6154545454545453
2006-07-01;33;52;71;84;39;12;47;36;14;97;0;76;0;81;59;27;16;43;36;13;16;55;94;59;81;25;4;38;53;61;0;19;11;6;48;21;76;43;11;12;15;35;38;56;59;2;1;0;56;19;43;41;1;74;21;29;58;27;16;39;25;28;19;13;14;38;29;11;63;13870.188;4.7;2.5845
2006-08-01;34;50;69;62;38;13;44;35;15;87;0;82;0;84;65;21;0;29;33;14;16;54;90;59;73;26;3;37;45;72;0;19;11;9;59;19;80;46;14;14;16;38;30;63;58;2;1;0;56;17;41;39;1;71;15;25;58;25;16;40;19;30;20;13;13;40;30;12;61;13870.188;4.7;2.554782608695652
2006-09-01;38;52;60;55;39;11;53;34;15;89;0;73;0;77;72;21;27;18;38;14;17;47;88;56;66;26;3;43;52;76;0;19;9;8;54;18;78;41;14;13;17;38;23;72;57;3;1;0;50;14;40;39;0;62;14;28;62;23;16;39;20;29;20;13;14;43;27;12;58;13870.188;4.5;2.2905
2006-10-01;40;52;60;52;32;11;70;35;14;90;0;71;0;76;69;24;0;38;41;13;19;46;88;54;66;27;3;45;56;72;0;22;10;12;45;18;80;43;16;14;17;41;23;76;59;3;1;0;46;14;40;37;1;60;16;34;72;22;17;39;36;30;20;13;14;40;27;12;56;14039.56;4.4;2.176190476190476
2006-11-01;43;50;63;52;33;12;67;34;17;94;0;70;0;71;66;23;15;40;40;16;15;45;93;56;63;26;4;42;51;69;0;23;16;8;48;16;80;36;17;13;16;26;20;64;54;3;1;0;47;13;39;37;1;61;16;57;86;18;28;43;22;32;21;13;14;42;27;13;49;14039.56;4.5;2.1742857142857144
2006-12-01;42;51;65;60;34;14;55;33;12;92;1;66;0;68;53;32;16;19;30;20;18;40;92;59;64;27;3;43;61;79;0;21;18;12;43;15;80;38;23;15;17;27;27;63;48;4;2;0;53;14;39;42;1;62;17;84;87;16;28;52;20;42;22;19;13;37;25;13;57;14039.56;4.4;2.25
2007-01-01;38;55;76;88;36;15;59;36;15;88;11;78;0;82;68;25;11;28;52;15;14;64;84;56;77;27;5;41;54;77;0;25;10;13;61;21;69;32;14;14;16;37;32;66;56;3;2;0;49;16;39;39;1;59;18;27;70;20;17;48;21;29;22;12;15;40;30;11;50;14215.651;4.6;2.2804761904761905
2007-02-01;39;55;63;79;37;13;67;34;19;88;3;65;0;77;66;28;9;30;32;14;17;55;82;55;75;27;4;42;50;66;0;26;15;11;53;21;73;42;15;16;17;34;29;65;60;4;1;0;47;15;39;40;1;60;16;30;66;21;15;48;22;32;21;15;13;45;31;12;57;14215.651;4.5;2.3694736842105266
2007-03-01;56;56;59;80;37;13;72;34;15;87;2;64;0;79;68;27;0;35;29;13;20;60;86;58;74;28;4;45;42;69;0;22;11;10;52;20;76;44;17;13;16;39;27;74;59;4;1;0;51;16;44;37;1;70;24;26;61;22;16;44;26;36;23;13;12;43;30;12;54;14215.651;4.4;2.4418181818181814
2007-04-01;56;51;55;72;40;12;64;36;19;83;2;72;0;77;67;29;20;23;40;12;14;60;85;59;72;29;4;44;43;66;0;21;14;9;55;21;70;35;18;14;17;37;25;63;57;5;1;0;51;16;41;39;0;65;15;28;61;23;16;45;25;37;20;13;13;43;30;12;54;14402.082;4.5;2.477142857142857
2007-05-01;43;53;59;76;40;11;68;36;15;78;3;79;0;81;66;32;42;36;42;13;18;57;85;59;78;28;4;41;39;65;0;20;14;8;61;20;75;38;18;15;16;44;33;64;57;5;1;0;56;16;42;39;1;64;15;31;59;26;17;50;25;37;21;13;15;41;34;12;68;14402.082;4.4;2.377727272727273
2007-06-01;38;54;60;86;38;13;44;37;16;81;15;85;0;81;56;29;17;48;37;14;19;59;90;61;78;29;5;39;54;61;0;19;24;7;58;23;70;40;17;15;17;35;33;62;58;5;1;0;57;19;42;41;1;65;18;27;58;28;19;53;25;33;22;14;18;41;34;13;61;14402.082;4.6;2.3723809523809525
2007-07-01;38;52;60;86;46;14;41;38;16;87;19;83;0;84;54;33;11;53;33;14;22;54;91;61;75;27;5;40;51;66;0;21;100;10;49;24;74;44;16;14;16;45;42;56;58;6;1;0;58;19;43;43;1;68;14;26;64;27;20;50;23;38;22;14;16;39;35;16;64;14564.117;4.7;2.289047619047619
2007-08-01;37;50;60;70;39;15;40;38;17;83;10;75;0;84;60;42;0;36;39;15;20;46;96;66;69;28;5;38;52;71;1;21;21;8;56;22;73;46;14;14;17;47;40;56;61;7;1;0;55;21;43;40;1;67;13;27;65;26;20;48;23;33;23;13;14;40;34;13;65;14564.117;4.6;2.043913043478261
2007-09-01;39;50;57;55;36;14;57;38;16;78;16;72;0;77;65;30;0;49;39;15;22;50;86;63;63;30;5;41;51;70;0;20;11;9;51;21;76;44;16;15;18;44;29;72;62;8;1;0;53;16;40;40;1;70;12;28;63;22;18;49;25;34;22;13;14;43;34;13;61;14564.117;4.7;2.056315789473684
2007-10-01;41;49;50;51;32;12;61;38;17;82;13;75;0;76;66;31;14;41;43;13;20;49;92;60;59;28;5;47;46;66;0;26;11;10;48;19;76;52;20;15;16;45;29;78;64;8;1;0;49;16;41;38;1;68;18;32;68;21;18;48;50;35;23;18;15;44;33;13;58;14715.058;4.7;2.1913636363636364
2007-11-01;44;49;56;51;36;13;64;35;15;82;13;70;0;72;63;30;21;37;41;18;19;44;90;56;55;29;5;43;46;72;0;24;9;13;46;18;81;53;19;15;16;43;29;71;61;8;1;0;53;14;43;38;1;68;13;53;87;19;32;53;27;41;25;12;14;40;32;14;53;14715.058;4.7;2.3145
2007-12-01;44;47;59;57;39;15;56;36;15;83;14;66;0;66;50;39;15;34;39;23;20;40;90;57;58;30;6;42;71;79;0;21;14;9;42;17;84;51;24;16;20;37;28;63;54;9;1;0;58;14;45;40;1;65;13;76;88;18;33;63;22;48;28;11;14;41;29;15;54;14715.058;5.0;2.2155
2008-01-01;43;56;75;83;40;17;60;39;21;80;15;93;0;81;63;36;27;49;35;16;20;62;86;59;68;31;7;41;64;74;0;29;9;8;65;24;72;43;19;15;19;52;30;63;63;8;1;0;56;17;42;42;1;73;24;27;69;20;18;60;26;44;25;14;16;45;35;13;54;14706.538;5.0;2.1228571428571428
2008-02-01;40;54;54;77;39;15;64;39;21;78;14;82;0;73;64;36;13;48;49;14;22;51;77;60;69;31;6;40;62;67;0;26;7;11;48;24;72;52;18;17;19;43;36;64;67;7;1;0;50;15;41;40;1;69;20;30;59;21;18;59;27;41;27;17;14;44;36;13;58;14706.538;4.9;2.131
2008-03-01;46;56;56;76;40;17;65;38;21;82;15;78;0;72;62;41;31;39;44;14;23;53;89;60;67;29;6;43;48;63;0;27;8;13;51;22;74;52;18;15;17;47;37;71;65;8;1;0;55;16;42;41;1;67;17;26;65;22;19;55;26;41;23;15;17;44;38;13;56;14706.538;5.1;2.256
2008-04-01;43;53;59;69;38;14;69;39;19;81;13;80;0;74;66;34;35;32;43;14;23;57;80;61;66;32;7;43;55;66;0;25;8;15;53;22;68;51;17;15;17;50;33;70;68;9;1;0;51;17;47;38;1;71;17;29;55;27;18;55;31;41;26;15;18;43;35;12;66;14865.701;5.0;2.2259090909090906
2008-05-01;43;53;54;70;45;15;60;39;19;88;14;82;0;68;58;37;68;43;38;15;24;49;80;60;68;32;6;40;47;64;0;22;9;12;53;23;70;46;19;16;17;49;30;56;61;9;1;0;62;15;44;39;1;66;12;31;54;28;20;59;30;38;23;16;16;40;36;13;65;14865.701;5.4;2.3604761904761906
2008-06-01;41;50;57;82;44;17;46;43;19;88;22;93;0;76;50;30;80;45;34;15;23;49;78;64;65;32;9;36;48;58;0;19;9;14;54;28;73;50;18;15;17;57;38;57;64;11;1;0;62;16;43;40;1;61;19;30;54;27;23;59;30;45;23;16;17;41;40;13;63;14865.701;5.6;2.516190476190476
2008-07-01;41;48;52;79;44;17;45;42;20;81;32;97;0;77;49;35;37;32;37;15;27;51;80;65;65;31;8;38;58;59;0;22;15;12;50;25;71;58;15;15;16;51;58;54;70;14;1;0;63;18;41;41;1;59;17;27;57;28;23;58;28;42;32;16;16;43;38;13;57;14898.999;5.8;2.462727272727273
2008-08-01;40;46;49;62;41;16;39;39;25;80;27;79;0;74;53;35;23;46;42;17;28;49;82;79;54;29;8;34;50;65;0;17;12;14;55;23;73;60;17;15;17;48;43;55;66;15;1;0;57;18;42;39;1;71;16;27;56;25;23;59;26;37;20;14;14;45;40;13;59;14898.999;6.1;1.993809523809524
2008-09-01;43;50;47;47;38;15;69;36;36;73;22;80;0;73;65;30;22;37;49;17;24;46;84;62;50;31;11;39;44;70;0;29;7;9;54;22;72;60;17;14;16;49;51;69;70;17;1;0;51;16;39;38;1;72;17;27;66;21;21;57;30;39;21;15;12;53;36;13;55;14898.999;6.1;1.330952380952381
2008-10-01;44;51;42;45;37;17;82;37;39;76;20;84;0;78;62;37;35;33;51;17;23;48;80;62;48;32;15;43;63;68;0;45;7;12;49;24;79;66;17;15;16;54;42;66;74;18;1;0;50;15;39;39;1;68;25;31;78;22;24;58;56;44;23;18;17;51;36;14;51;14608.208;6.5;-0.0277272727272727
2008-11-01;47;51;42;46;44;20;73;37;37;74;21;74;0;66;54;30;26;32;53;21;23;45;76;59;48;34;19;44;51;72;0;30;9;9;49;20;77;66;21;15;18;50;34;64;63;22;1;0;60;13;42;41;1;75;18;47;95;19;36;64;37;51;29;14;14;49;38;15;52;14608.208;6.8;-1.3988888888888888
2008-12-01;46;50;49;54;48;23;62;38;25;77;21;73;0;69;47;39;19;33;52;28;25;44;80;57;51;33;18;42;71;82;0;25;9;9;46;19;82;61;23;16;19;44;36;58;59;25;1;0;72;15;44;42;1;64;20;76;92;19;45;73;27;50;25;13;11;48;38;17;50;14608.208;7.3;-0.24
2009-01-01;46;56;67;76;46;25;67;42;30;73;18;100;0;76;59;33;17;45;50;20;31;65;70;62;58;35;25;42;77;76;1;23;7;15;63;27;71;61;20;15;20;57;38;60;69;29;1;0;67;16;42;45;1;71;18;29;86;19;25;70;30;49;25;15;13;47;44;16;51;14430.901;7.8;0.0115
2009-02-01;45;57;50;66;45;23;76;39;25;72;18;88;0;75;63;39;16;28;56;18;29;55;72;60;56;34;25;45;69;70;0;24;6;14;56;25;66;66;16;17;18;56;45;82;79;34;1;0;62;15;41;43;1;68;36;30;69;21;23;64;34;50;21;15;12;45;43;14;51;14430.901;8.3;0.5821052631578947
2009-03-01;43;63;48;71;49;22;78;41;25;75;19;88;0;80;65;34;12;39;52;18;28;55;76;60;59;35;21;48;60;71;0;32;9;16;57;24;71;64;16;15;18;48;47;69;76;37;1;0;65;15;43;45;1;67;46;26;68;25;24;66;38;49;19;15;13;45;41;16;53;14430.901;8.7;0.5886363636363636
2009-04-01;43;61;41;60;49;20;68;38;30;71;18;85;0;76;62;32;0;29;45;16;29;53;72;60;57;36;18;46;59;68;0;26;9;16;55;22;64;59;18;15;16;50;41;63;76;38;1;0;63;16;43;42;0;69;22;27;64;28;21;65;38;49;20;15;14;44;41;14;56;14381.236;9.0;0.7476190476190476
2009-05-01;42;55;47;65;51;21;57;40;23;77;21;88;0;70;58;40;0;41;47;17;32;55;73;52;57;35;17;45;62;67;0;24;10;14;62;25;63;61;18;16;16;57;48;58;67;39;1;0;67;16;45;42;0;61;29;29;65;30;23;72;34;48;20;16;13;43;41;16;56;14381.236;9.4;1.063
2009-06-01;40;53;49;78;54;21;47;39;27;75;37;89;0;81;51;41;13;44;64;17;29;51;74;63;57;36;19;43;63;64;0;21;13;10;57;25;60;56;17;15;16;54;40;56;77;44;1;0;66;17;42;41;1;75;42;27;69;32;24;75;33;51;19;16;16;43;42;17;59;14381.236;9.5;1.5259090909090909
2009-07-01;40;55;44;83;59;26;47;40;25;77;28;90;0;83;48;43;20;53;65;18;30;53;77;64;58;36;19;40;56;68;0;17;43;9;58;24;65;65;15;16;17;58;50;52;75;48;1;0;75;18;41;45;1;65;25;24;74;30;25;74;36;53;21;20;15;42;39;17;56;14448.882;9.5;1.2840909090909092
2009-08-01;41;57;48;65;56;25;44;41;24;72;26;87;0;80;54;49;13;42;41;18;33;51;81;63;52;36;20;41;65;72;0;20;13;14;64;22;67;71;16;15;17;57;46;53;71;54;1;0;74;17;39;46;1;60;19;25;73;29;25;71;35;50;20;14;13;41;42;16;59;14448.882;9.6;1.2814285714285714
2009-09-01;43;58;41;48;41;24;51;40;25;73;26;86;0;80;62;46;18;53;43;17;32;46;69;63;47;36;19;44;56;73;0;22;8;10;61;23;67;69;20;15;17;55;45;67;82;56;1;0;59;14;38;42;1;62;29;26;72;25;25;74;34;50;20;15;13;44;43;17;54;14448.882;9.8;1.3433333333333333
2009-10-01;46;60;41;45;45;25;58;42;25;68;24;80;0;74;56;43;11;44;58;18;33;49;70;64;45;41;23;45;71;74;1;23;9;13;57;27;69;77;19;17;19;55;41;70;83;57;1;0;58;14;41;41;1;63;23;29;80;24;27;75;56;50;22;16;13;42;42;17;53;14651.248;10.0;1.5004761904761903
2009-11-01;48;56;41;46;41;28;63;41;25;76;23;67;0;69;58;42;15;43;55;23;33;46;73;64;44;42;23;46;62;77;0;20;9;10;54;28;66;65;20;16;18;49;35;78;77;61;1;0;58;13;44;45;1;60;33;45;98;21;45;81;37;54;22;15;12;41;41;19;51;14651.248;9.9;1.7463157894736843
2009-12-01;44;56;48;54;41;32;58;40;22;77;23;62;0;67;46;46;9;36;51;30;34;43;64;59;44;38;18;46;83;82;0;19;13;14;51;25;68;68;23;18;20;40;37;59;71;60;1;0;78;13;44;45;1;63;24;84;99;18;44;100;32;53;23;14;13;40;41;19;54;14651.248;9.9;1.908636363636364
2010-01-01;45;63;58;75;44;35;58;48;26;69;23;84;0;74;57;38;6;42;48;20;36;65;68;61;53;41;18;42;87;78;0;22;9;14;70;29;64;67;20;17;20;56;45;60;80;65;1;0;53;15;41;45;1;71;54;25;90;20;26;90;38;53;22;25;12;44;45;19;53;14764.611;9.8;2.066315789473684
2010-02-01;43;63;48;68;46;34;62;42;23;67;22;77;0;73;61;45;21;53;58;19;38;56;73;77;50;42;19;44;71;69;0;21;8;14;57;28;66;75;20;20;21;51;46;55;89;66;1;0;63;13;39;42;1;68;20;27;81;23;24;87;38;49;20;17;11;44;44;18;56;14764.611;9.8;1.9478947368421051
2010-03-01;45;71;45;67;48;36;64;44;24;68;23;74;0;77;62;46;23;59;55;17;36;57;64;61;53;42;21;43;74;66;0;24;9;14;61;24;68;62;18;17;18;55;46;60;91;64;1;0;56;14;38;40;1;63;22;26;74;26;25;83;40;50;22;17;13;42;44;17;56;14764.611;9.9;1.8717391304347823
2010-04-01;42;65;42;60;45;35;63;46;21;73;29;77;0;72;60;42;15;60;59;19;40;55;59;59;52;44;19;46;64;67;0;22;7;13;67;25;64;63;19;17;17;52;41;58;87;70;1;0;53;14;41;42;1;76;20;26;70;36;24;86;40;50;24;19;13;40;42;18;57;14980.193;9.9;1.9609090909090907
2010-05-01;43;82;47;69;47;39;58;45;22;82;26;79;0;68;56;49;15;57;51;19;39;55;57;66;54;42;16;43;70;66;0;20;8;9;63;27;72;58;21;18;18;57;41;54;91;73;1;0;60;13;41;42;0;81;19;30;67;33;25;93;39;53;24;18;13;41;47;18;59;14980.193;9.6;1.7705
2010-06-01;39;90;45;79;48;40;44;44;22;77;53;78;0;74;46;49;23;74;39;17;42;51;64;77;52;39;22;41;71;63;0;15;14;12;57;25;66;60;18;17;18;51;44;48;90;77;1;1;64;14;38;40;1;79;17;27;67;32;27;78;46;53;22;19;13;40;53;18;58;14980.193;9.4;1.6518181818181819
2010-07-01;40;60;42;69;49;43;41;41;21;93;54;75;0;68;41;53;44;61;34;19;43;48;60;57;48;42;29;42;67;58;0;15;17;13;47;32;66;62;15;16;18;51;43;42;73;86;1;0;58;15;41;45;1;61;16;23;64;32;28;80;48;54;25;21;18;39;44;17;59;15141.605;9.4;1.4223809523809523
2010-08-01;43;60;41;54;48;42;41;41;21;94;44;73;0;66;44;50;18;72;39;20;42;50;60;53;46;42;14;40;64;64;0;14;10;11;55;31;63;70;14;17;19;54;42;46;77;87;1;0;60;14;40;42;1;62;17;23;64;33;28;79;45;53;24;23;17;39;43;16;61;15141.605;9.5;1.3363636363636364
2010-09-01;42;64;39;40;44;44;45;40;21;86;39;76;0;66;52;43;16;67;47;21;36;49;54;54;40;43;11;41;65;64;0;17;10;11;46;23;63;61;18;16;20;49;35;62;87;94;1;0;59;12;36;39;1;61;16;25;64;28;26;77;43;55;26;20;17;41;38;15;51;15141.605;9.5;1.279047619047619
2010-10-01;41;60;37;36;42;46;52;40;22;84;36;73;0;64;48;40;16;72;50;22;37;47;58;52;41;47;11;47;65;61;0;19;13;11;44;22;66;63;19;17;19;47;35;70;80;94;1;0;48;12;39;39;0;68;17;27;69;26;29;76;59;53;27;20;17;39;38;17;53;15309.471;9.4;1.507
2010-11-01;44;55;38;38;44;49;55;40;24;84;37;60;0;60;48;46;15;68;54;31;37;43;56;53;39;45;13;46;61;68;0;19;40;10;43;23;62;68;22;16;20;47;36;65;79;97;1;0;57;12;38;38;1;69;21;41;83;23;46;76;44;59;31;19;17;40;37;18;53;15309.471;9.8;1.5555
